date,day_name,is_weekend,is_public_holiday,holiday_name,is_bridge_holiday,is_non_working_day,is_long_weekend,long_weekend_start,long_weekend_end,long_weekend_length,is_pattaya_music_festival,is_pattaya_fireworks_festival,is_pattaya_songkran_event,is_pattaya_major_event,is_sriracha_songkran_event,is_sriracha_local_event,tourism_season_proxy,is_year_end_peak_window,is_summer_travel_window,is_rainy_low_season_window,tourism_macro_demand_proxy_score,tourism_macro_demand_proxy_label,days_to_next_local_or_pattaya_event,days_since_prev_local_or_pattaya_event
2023-12-31,Sunday,True,False,,False,True,True,2023-12-29,2024-01-01,4.0,False,False,False,False,False,False,peak_cool_season,True,False,False,4,high,68.0,36.0
2024-01-01,Monday,False,True,New Year’s Day,False,True,True,2023-12-29,2024-01-01,4.0,False,False,False,False,False,False,peak_cool_season,True,False,False,4,high,67.0,37.0
2024-01-02,Tuesday,False,False,,False,False,False,,,,False,False,False,False,False,False,peak_cool_season,True,False,False,2,normal,66.0,38.0
2024-01-03,Wednesday,False,False,,False,False,False,,,,False,False,False,False,False,False,peak_cool_season,True,False,False,2,normal,65.0,39.0
2024-01-04,Thursday,False,False,,False,False,False,,,,False,False,False,False,False,False,peak_cool_season,True,False,False,2,normal,64.0,40.0
2024-01-05,Friday,False,False,,False,False,False,,,,False,False,False,False,False,False,peak_cool_season,True,False,False,2,normal,63.0,41.0
2024-01-06,Saturday,True,False,,False,True,False,,,,False,False,False,False,False,False,peak_cool_season,False,False,False,3,normal,62.0,42.0
2024-01-07,Sunday,True,False,,False,True,False,,,,False,False,False,False,False,False,peak_cool_season,False,False,False,3,normal,61.0,43.0
2024-01-08,Monday,False,False,,False,False,False,,,,False,False,False,False,False,False,peak_cool_season,False,False,False,2,normal,60.0,44.0
2024-01-09,Tuesday,False,False,,False,False,False,,,,False,False,False,False,False,False,peak_cool_season,False,False,False,2,normal,59.0,45.0
2024-01-10,Wednesday,False,False,,False,False,False,,,,False,False,False,False,False,False,peak_cool_season,False,False,False,2,normal,58.0,46.0
2024-01-11,Thursday,False,False,,False,False,False,,,,False,False,False,False,False,False,peak_cool_season,False,False,False,2,normal,57.0,47.0
2024-01-12,Friday,False,False,,False,False,False,,,,False,False,False,False,False,False,peak_cool_season,False,False,False,2,normal,56.0,48.0
2024-01-13,Saturday,True,False,,False,True,False,,,,False,False,False,False,False,False,peak_cool_season,False,False,False,3,normal,55.0,49.0
2024-01-14,Sunday,True,False,,False,True,False,,,,False,False,False,False,False,False,peak_cool_season,False,False,False,3,normal,54.0,50.0
2024-01-15,Monday,False,False,,False,False,False,,,,False,False,False,False,False,False,peak_cool_season,False,False,False,2,normal,53.0,51.0
2024-01-16,Tuesday,False,False,,False,False,False,,,,False,False,False,False,False,False,peak_cool_season,False,False,False,2,normal,52.0,52.0
2024-01-17,Wednesday,False,False,,False,False,False,,,,False,False,False,False,False,False,peak_cool_season,False,False,False,2,normal,51.0,53.0
2024-01-18,Thursday,False,False,,False,False,False,,,,False,False,False,False,False,False,peak_cool_season,False,False,False,2,normal,50.0,54.0
2024-01-19,Friday,False,False,,False,False,False,,,,False,False,False,False,False,False,peak_cool_season,False,False,False,2,normal,49.0,55.0
2024-01-20,Saturday,True,False,,False,True,False,,,,False,False,False,False,False,False,peak_cool_season,False,False,False,3,normal,48.0,56.0
2024-01-21,Sunday,True,False,,False,True,False,,,,False,False,False,False,False,False,peak_cool_season,False,False,False,3,normal,47.0,57.0
2024-01-22,Monday,False,False,,False,False,False,,,,False,False,False,False,False,False,peak_cool_season,False,False,False,2,normal,46.0,58.0
2024-01-23,Tuesday,False,False,,False,False,False,,,,False,False,False,False,False,False,peak_cool_season,False,False,False,2,normal,45.0,59.0
2024-01-24,Wednesday,False,False,,False,False,False,,,,False,False,False,False,False,False,peak_cool_season,False,False,False,2,normal,44.0,60.0
2024-01-25,Thursday,False,False,,False,False,False,,,,False,False,False,False,False,False,peak_cool_season,False,False,False,2,normal,43.0,61.0
2024-01-26,Friday,False,False,,False,False,False,,,,False,False,False,False,False,False,peak_cool_season,False,False,False,2,normal,42.0,62.0
2024-01-27,Saturday,True,False,,False,True,False,,,,False,False,False,False,False,False,peak_cool_season,False,False,False,3,normal,41.0,63.0
2024-01-28,Sunday,True,False,,False,True,False,,,,False,False,False,False,False,False,peak_cool_season,False,False,False,3,normal,40.0,64.0
2024-01-29,Monday,False,False,,False,False,False,,,,False,False,False,False,False,False,peak_cool_season,False,False,False,2,normal,39.0,65.0
2024-01-30,Tuesday,False,False,,False,False,False,,,,False,False,False,False,False,False,peak_cool_season,False,False,False,2,normal,38.0,66.0
2024-01-31,Wednesday,False,False,,False,False,False,,,,False,False,False,False,False,False,peak_cool_season,False,False,False,2,normal,37.0,67.0
2024-02-01,Thursday,False,False,,False,False,False,,,,False,False,False,False,False,False,peak_cool_season,False,False,False,2,normal,36.0,68.0
2024-02-02,Friday,False,False,,False,False,False,,,,False,False,False,False,False,False,peak_cool_season,False,False,False,2,normal,35.0,69.0
2024-02-03,Saturday,True,False,,False,True,False,,,,False,False,False,False,False,False,peak_cool_season,False,False,False,3,normal,34.0,70.0
2024-02-04,Sunday,True,False,,False,True,False,,,,False,False,False,False,False,False,peak_cool_season,False,False,False,3,normal,33.0,71.0
2024-02-05,Monday,False,False,,False,False,False,,,,False,False,False,False,False,False,peak_cool_season,False,False,False,2,normal,32.0,72.0
2024-02-06,Tuesday,False,False,,False,False,False,,,,False,False,False,False,False,False,peak_cool_season,False,False,False,2,normal,31.0,73.0
2024-02-07,Wednesday,False,False,,False,False,False,,,,False,False,False,False,False,False,peak_cool_season,False,False,False,2,normal,30.0,74.0
2024-02-08,Thursday,False,False,,False,False,False,,,,False,False,False,False,False,False,peak_cool_season,False,False,False,2,normal,29.0,75.0
2024-02-09,Friday,False,False,,False,False,False,,,,False,False,False,False,False,False,peak_cool_season,False,False,False,2,normal,28.0,76.0
2024-02-10,Saturday,True,False,,False,True,False,,,,False,False,False,False,False,False,peak_cool_season,False,False,False,3,normal,27.0,77.0
2024-02-11,Sunday,True,False,,False,True,False,,,,False,False,False,False,False,False,peak_cool_season,False,False,False,3,normal,26.0,78.0
2024-02-12,Monday,False,False,,False,False,False,,,,False,False,False,False,False,False,peak_cool_season,False,False,False,2,normal,25.0,79.0
2024-02-13,Tuesday,False,False,,False,False,False,,,,False,False,False,False,False,False,peak_cool_season,False,False,False,2,normal,24.0,80.0
2024-02-14,Wednesday,False,False,,False,False,False,,,,False,False,False,False,False,False,peak_cool_season,False,False,False,2,normal,23.0,81.0
2024-02-15,Thursday,False,False,,False,False,False,,,,False,False,False,False,False,False,peak_cool_season,False,False,False,2,normal,22.0,82.0
2024-02-16,Friday,False,False,,False,False,False,,,,False,False,False,False,False,False,peak_cool_season,False,False,False,2,normal,21.0,83.0
2024-02-17,Saturday,True,False,,False,True,False,,,,False,False,False,False,False,False,peak_cool_season,False,False,False,3,normal,20.0,84.0
2024-02-18,Sunday,True,False,,False,True,False,,,,False,False,False,False,False,False,peak_cool_season,False,False,False,3,normal,19.0,85.0
2024-02-19,Monday,False,False,,False,False,False,,,,False,False,False,False,False,False,peak_cool_season,False,False,False,2,normal,18.0,86.0
2024-02-20,Tuesday,False,False,,False,False,False,,,,False,False,False,False,False,False,peak_cool_season,False,False,False,2,normal,17.0,87.0
2024-02-21,Wednesday,False,False,,False,False,False,,,,False,False,False,False,False,False,peak_cool_season,False,False,False,2,normal,16.0,88.0
2024-02-22,Thursday,False,False,,False,False,False,,,,False,False,False,False,False,False,peak_cool_season,False,False,False,2,normal,15.0,89.0
2024-02-23,Friday,False,False,,False,False,False,,,,False,False,False,False,False,False,peak_cool_season,False,False,False,2,normal,14.0,90.0
2024-02-24,Saturday,True,False,,False,True,True,2024-02-24,2024-02-26,3.0,False,False,False,False,False,False,peak_cool_season,False,False,False,4,high,13.0,91.0
2024-02-25,Sunday,True,False,,False,True,True,2024-02-24,2024-02-26,3.0,False,False,False,False,False,False,peak_cool_season,False,False,False,4,high,12.0,92.0
2024-02-26,Monday,False,True,Substitution for Makha Bucha Day,False,True,True,2024-02-24,2024-02-26,3.0,False,False,False,False,False,False,peak_cool_season,False,False,False,4,high,11.0,93.0
2024-02-27,Tuesday,False,False,,False,False,False,,,,False,False,False,False,False,False,peak_cool_season,False,False,False,2,normal,10.0,94.0
2024-02-28,Wednesday,False,False,,False,False,False,,,,False,False,False,False,False,False,peak_cool_season,False,False,False,2,normal,9.0,95.0
2024-02-29,Thursday,False,False,,False,False,False,,,,False,False,False,False,False,False,peak_cool_season,False,False,False,2,normal,8.0,96.0
2024-03-01,Friday,False,False,,False,False,False,,,,False,False,False,False,False,False,summer_travel_season,False,True,False,1,low,7.0,97.0
2024-03-02,Saturday,True,False,,False,True,False,,,,False,False,False,False,False,False,summer_travel_season,False,True,False,2,normal,6.0,98.0
2024-03-03,Sunday,True,False,,False,True,False,,,,False,False,False,False,False,False,summer_travel_season,False,True,False,2,normal,5.0,99.0
2024-03-04,Monday,False,False,,False,False,False,,,,False,False,False,False,False,False,summer_travel_season,False,True,False,1,low,4.0,100.0
2024-03-05,Tuesday,False,False,,False,False,False,,,,False,False,False,False,False,False,summer_travel_season,False,True,False,1,low,3.0,101.0
2024-03-06,Wednesday,False,False,,False,False,False,,,,False,False,False,False,False,False,summer_travel_season,False,True,False,1,low,2.0,102.0
2024-03-07,Thursday,False,False,,False,False,False,,,,False,False,False,False,False,False,summer_travel_season,False,True,False,1,low,1.0,103.0
2024-03-08,Friday,False,False,,False,False,False,,,,True,False,False,True,False,False,summer_travel_season,False,True,False,2,normal,0.0,0.0
2024-03-09,Saturday,True,False,,False,True,False,,,,True,False,False,True,False,False,summer_travel_season,False,True,False,3,normal,0.0,0.0
2024-03-10,Sunday,True,False,,False,True,False,,,,False,False,False,False,False,False,summer_travel_season,False,True,False,2,normal,5.0,1.0
2024-03-11,Monday,False,False,,False,False,False,,,,False,False,False,False,False,False,summer_travel_season,False,True,False,1,low,4.0,2.0
2024-03-12,Tuesday,False,False,,False,False,False,,,,False,False,False,False,False,False,summer_travel_season,False,True,False,1,low,3.0,3.0
2024-03-13,Wednesday,False,False,,False,False,False,,,,False,False,False,False,False,False,summer_travel_season,False,True,False,1,low,2.0,4.0
2024-03-14,Thursday,False,False,,False,False,False,,,,False,False,False,False,False,False,summer_travel_season,False,True,False,1,low,1.0,5.0
2024-03-15,Friday,False,False,,False,False,False,,,,True,False,False,True,False,False,summer_travel_season,False,True,False,2,normal,0.0,0.0
2024-03-16,Saturday,True,False,,False,True,False,,,,True,False,False,True,False,False,summer_travel_season,False,True,False,3,normal,0.0,0.0
2024-03-17,Sunday,True,False,,False,True,False,,,,False,False,False,False,False,False,summer_travel_season,False,True,False,2,normal,5.0,1.0
2024-03-18,Monday,False,False,,False,False,False,,,,False,False,False,False,False,False,summer_travel_season,False,True,False,1,low,4.0,2.0
2024-03-19,Tuesday,False,False,,False,False,False,,,,False,False,False,False,False,False,summer_travel_season,False,True,False,1,low,3.0,3.0
2024-03-20,Wednesday,False,False,,False,False,False,,,,False,False,False,False,False,False,summer_travel_season,False,True,False,1,low,2.0,4.0
2024-03-21,Thursday,False,False,,False,False,False,,,,False,False,False,False,False,False,summer_travel_season,False,True,False,1,low,1.0,5.0
2024-03-22,Friday,False,False,,False,False,False,,,,True,False,False,True,False,False,summer_travel_season,False,True,False,2,normal,0.0,0.0
2024-03-23,Saturday,True,False,,False,True,False,,,,True,False,False,True,False,False,summer_travel_season,False,True,False,3,normal,0.0,0.0
2024-03-24,Sunday,True,False,,False,True,False,,,,False,False,False,False,False,False,summer_travel_season,False,True,False,2,normal,5.0,1.0
2024-03-25,Monday,False,False,,False,False,False,,,,False,False,False,False,False,False,summer_travel_season,False,True,False,1,low,4.0,2.0
2024-03-26,Tuesday,False,False,,False,False,False,,,,False,False,False,False,False,False,summer_travel_season,False,True,False,1,low,3.0,3.0
2024-03-27,Wednesday,False,False,,False,False,False,,,,False,False,False,False,False,False,summer_travel_season,False,True,False,1,low,2.0,4.0
2024-03-28,Thursday,False,False,,False,False,False,,,,False,False,False,False,False,False,summer_travel_season,False,True,False,1,low,1.0,5.0
2024-03-29,Friday,False,False,,False,False,False,,,,True,False,False,True,False,False,summer_travel_season,False,True,False,2,normal,0.0,0.0
2024-03-30,Saturday,True,False,,False,True,False,,,,True,False,False,True,False,False,summer_travel_season,False,True,False,3,normal,0.0,0.0
2024-03-31,Sunday,True,False,,False,True,False,,,,False,False,False,False,False,False,summer_travel_season,False,True,False,2,normal,19.0,1.0
2024-04-01,Monday,False,False,,False,False,False,,,,False,False,False,False,False,False,summer_travel_season,False,True,False,1,low,18.0,2.0
2024-04-02,Tuesday,False,False,,False,False,False,,,,False,False,False,False,False,False,summer_travel_season,False,True,False,1,low,17.0,3.0
2024-04-03,Wednesday,False,False,,False,False,False,,,,False,False,False,False,False,False,summer_travel_season,False,True,False,1,low,16.0,4.0
2024-04-04,Thursday,False,False,,False,False,False,,,,False,False,False,False,False,False,summer_travel_season,False,True,False,1,low,15.0,5.0
2024-04-05,Friday,False,False,,False,False,False,,,,False,False,False,False,False,False,summer_travel_season,False,True,False,1,low,14.0,6.0
2024-04-06,Saturday,True,False,,False,True,True,2024-04-06,2024-04-08,3.0,False,False,False,False,False,False,summer_travel_season,False,True,False,3,normal,13.0,7.0
2024-04-07,Sunday,True,False,,False,True,True,2024-04-06,2024-04-08,3.0,False,False,False,False,False,False,summer_travel_season,False,True,False,3,normal,12.0,8.0
2024-04-08,Monday,False,True,Substitution for Chakri Memorial Day,False,True,True,2024-04-06,2024-04-08,3.0,False,False,False,False,False,False,summer_travel_season,False,True,False,3,normal,11.0,9.0
2024-04-09,Tuesday,False,False,,False,False,False,,,,False,False,False,False,False,False,summer_travel_season,False,True,False,1,low,10.0,10.0
2024-04-10,Wednesday,False,False,,False,False,False,,,,False,False,False,False,False,False,summer_travel_season,False,True,False,1,low,9.0,11.0
2024-04-11,Thursday,False,False,,False,False,False,,,,False,False,False,False,False,False,summer_travel_season,False,True,False,1,low,8.0,12.0
2024-04-12,Friday,False,True,Additional special holiday,True,True,True,2024-04-12,2024-04-16,5.0,False,False,False,False,False,False,summer_travel_season,False,True,False,4,high,7.0,13.0
2024-04-13,Saturday,True,False,,False,True,True,2024-04-12,2024-04-16,5.0,False,False,False,False,False,False,summer_travel_season,False,True,False,3,normal,6.0,14.0
2024-04-14,Sunday,True,False,,False,True,True,2024-04-12,2024-04-16,5.0,False,False,False,False,False,False,summer_travel_season,False,True,False,3,normal,5.0,15.0
2024-04-15,Monday,False,True,Songkran Festival,False,True,True,2024-04-12,2024-04-16,5.0,False,False,False,False,False,False,summer_travel_season,False,True,False,3,normal,4.0,16.0
2024-04-16,Tuesday,False,True,Substitution for Songkran Festival,False,True,True,2024-04-12,2024-04-16,5.0,False,False,False,False,False,False,summer_travel_season,False,True,False,3,normal,3.0,17.0
2024-04-17,Wednesday,False,False,,False,False,False,,,,False,False,False,False,False,False,summer_travel_season,False,True,False,1,low,2.0,18.0
2024-04-18,Thursday,False,False,,False,False,False,,,,False,False,False,False,False,False,summer_travel_season,False,True,False,1,low,1.0,19.0
2024-04-19,Friday,False,False,,False,False,False,,,,False,False,True,True,True,True,summer_travel_season,False,True,False,3,normal,0.0,0.0
2024-04-20,Saturday,True,False,,False,True,False,,,,False,False,False,False,True,True,summer_travel_season,False,True,False,3,normal,0.0,0.0
2024-04-21,Sunday,True,False,,False,True,False,,,,False,False,False,False,True,True,summer_travel_season,False,True,False,3,normal,0.0,0.0
2024-04-22,Monday,False,False,,False,False,False,,,,False,False,False,False,True,True,summer_travel_season,False,True,False,2,normal,0.0,0.0
2024-04-23,Tuesday,False,False,,False,False,False,,,,False,False,False,False,True,True,summer_travel_season,False,True,False,2,normal,0.0,0.0
2024-04-24,Wednesday,False,False,,False,False,False,,,,False,False,False,False,True,True,summer_travel_season,False,True,False,2,normal,0.0,0.0
2024-04-25,Thursday,False,False,,False,False,False,,,,False,False,False,False,True,True,summer_travel_season,False,True,False,2,normal,0.0,0.0
2024-04-26,Friday,False,False,,False,False,False,,,,False,False,False,False,True,True,summer_travel_season,False,True,False,2,normal,0.0,0.0
2024-04-27,Saturday,True,False,,False,True,False,,,,False,False,False,False,True,True,summer_travel_season,False,True,False,3,normal,0.0,0.0
2024-04-28,Sunday,True,False,,False,True,False,,,,False,False,False,False,True,True,summer_travel_season,False,True,False,3,normal,0.0,0.0
2024-04-29,Monday,False,False,,False,False,False,,,,False,False,False,False,True,True,summer_travel_season,False,True,False,2,normal,0.0,0.0
2024-04-30,Tuesday,False,False,,False,False,False,,,,False,False,False,False,False,False,summer_travel_season,False,True,False,1,low,213.0,1.0
2024-05-01,Wednesday,False,True,National Labour Day,False,True,False,,,,False,False,False,False,False,False,green_low_season,False,False,False,1,low,212.0,2.0
2024-05-02,Thursday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,False,0,low,211.0,3.0
2024-05-03,Friday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,False,0,low,210.0,4.0
2024-05-04,Saturday,True,False,,False,True,True,2024-05-04,2024-05-06,3.0,False,False,False,False,False,False,green_low_season,False,False,False,2,normal,209.0,5.0
2024-05-05,Sunday,True,False,,False,True,True,2024-05-04,2024-05-06,3.0,False,False,False,False,False,False,green_low_season,False,False,False,2,normal,208.0,6.0
2024-05-06,Monday,False,True,Substitution for Coronation Day,False,True,True,2024-05-04,2024-05-06,3.0,False,False,False,False,False,False,green_low_season,False,False,False,2,normal,207.0,7.0
2024-05-07,Tuesday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,False,0,low,206.0,8.0
2024-05-08,Wednesday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,False,0,low,205.0,9.0
2024-05-09,Thursday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,False,0,low,204.0,10.0
2024-05-10,Friday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,False,0,low,203.0,11.0
2024-05-11,Saturday,True,False,,False,True,False,,,,False,False,False,False,False,False,green_low_season,False,False,False,1,low,202.0,12.0
2024-05-12,Sunday,True,False,,False,True,False,,,,False,False,False,False,False,False,green_low_season,False,False,False,1,low,201.0,13.0
2024-05-13,Monday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,False,0,low,200.0,14.0
2024-05-14,Tuesday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,False,0,low,199.0,15.0
2024-05-15,Wednesday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,False,0,low,198.0,16.0
2024-05-16,Thursday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,False,0,low,197.0,17.0
2024-05-17,Friday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,False,0,low,196.0,18.0
2024-05-18,Saturday,True,False,,False,True,False,,,,False,False,False,False,False,False,green_low_season,False,False,False,1,low,195.0,19.0
2024-05-19,Sunday,True,False,,False,True,False,,,,False,False,False,False,False,False,green_low_season,False,False,False,1,low,194.0,20.0
2024-05-20,Monday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,False,0,low,193.0,21.0
2024-05-21,Tuesday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,False,0,low,192.0,22.0
2024-05-22,Wednesday,False,True,Visakha Bucha Day,False,True,False,,,,False,False,False,False,False,False,green_low_season,False,False,False,1,low,191.0,23.0
2024-05-23,Thursday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,False,0,low,190.0,24.0
2024-05-24,Friday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,False,0,low,189.0,25.0
2024-05-25,Saturday,True,False,,False,True,False,,,,False,False,False,False,False,False,green_low_season,False,False,False,1,low,188.0,26.0
2024-05-26,Sunday,True,False,,False,True,False,,,,False,False,False,False,False,False,green_low_season,False,False,False,1,low,187.0,27.0
2024-05-27,Monday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,False,0,low,186.0,28.0
2024-05-28,Tuesday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,False,0,low,185.0,29.0
2024-05-29,Wednesday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,False,0,low,184.0,30.0
2024-05-30,Thursday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,False,0,low,183.0,31.0
2024-05-31,Friday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,False,0,low,182.0,32.0
2024-06-01,Saturday,True,False,,False,True,True,2024-06-01,2024-06-03,3.0,False,False,False,False,False,False,green_low_season,False,False,True,2,normal,181.0,33.0
2024-06-02,Sunday,True,False,,False,True,True,2024-06-01,2024-06-03,3.0,False,False,False,False,False,False,green_low_season,False,False,True,2,normal,180.0,34.0
2024-06-03,Monday,False,True,H.M. Queen Suthida Bajrasudhabimalalakshana’s Birthday,False,True,True,2024-06-01,2024-06-03,3.0,False,False,False,False,False,False,green_low_season,False,False,True,2,normal,179.0,35.0
2024-06-04,Tuesday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,178.0,36.0
2024-06-05,Wednesday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,177.0,37.0
2024-06-06,Thursday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,176.0,38.0
2024-06-07,Friday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,175.0,39.0
2024-06-08,Saturday,True,False,,False,True,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,1,low,174.0,40.0
2024-06-09,Sunday,True,False,,False,True,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,1,low,173.0,41.0
2024-06-10,Monday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,172.0,42.0
2024-06-11,Tuesday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,171.0,43.0
2024-06-12,Wednesday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,170.0,44.0
2024-06-13,Thursday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,169.0,45.0
2024-06-14,Friday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,168.0,46.0
2024-06-15,Saturday,True,False,,False,True,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,1,low,167.0,47.0
2024-06-16,Sunday,True,False,,False,True,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,1,low,166.0,48.0
2024-06-17,Monday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,165.0,49.0
2024-06-18,Tuesday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,164.0,50.0
2024-06-19,Wednesday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,163.0,51.0
2024-06-20,Thursday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,162.0,52.0
2024-06-21,Friday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,161.0,53.0
2024-06-22,Saturday,True,False,,False,True,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,1,low,160.0,54.0
2024-06-23,Sunday,True,False,,False,True,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,1,low,159.0,55.0
2024-06-24,Monday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,158.0,56.0
2024-06-25,Tuesday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,157.0,57.0
2024-06-26,Wednesday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,156.0,58.0
2024-06-27,Thursday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,155.0,59.0
2024-06-28,Friday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,154.0,60.0
2024-06-29,Saturday,True,False,,False,True,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,1,low,153.0,61.0
2024-06-30,Sunday,True,False,,False,True,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,1,low,152.0,62.0
2024-07-01,Monday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,151.0,63.0
2024-07-02,Tuesday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,150.0,64.0
2024-07-03,Wednesday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,149.0,65.0
2024-07-04,Thursday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,148.0,66.0
2024-07-05,Friday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,147.0,67.0
2024-07-06,Saturday,True,False,,False,True,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,1,low,146.0,68.0
2024-07-07,Sunday,True,False,,False,True,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,1,low,145.0,69.0
2024-07-08,Monday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,144.0,70.0
2024-07-09,Tuesday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,143.0,71.0
2024-07-10,Wednesday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,142.0,72.0
2024-07-11,Thursday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,141.0,73.0
2024-07-12,Friday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,140.0,74.0
2024-07-13,Saturday,True,False,,False,True,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,1,low,139.0,75.0
2024-07-14,Sunday,True,False,,False,True,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,1,low,138.0,76.0
2024-07-15,Monday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,137.0,77.0
2024-07-16,Tuesday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,136.0,78.0
2024-07-17,Wednesday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,135.0,79.0
2024-07-18,Thursday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,134.0,80.0
2024-07-19,Friday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,133.0,81.0
2024-07-20,Saturday,True,False,,False,True,True,2024-07-20,2024-07-22,3.0,False,False,False,False,False,False,green_low_season,False,False,True,2,normal,132.0,82.0
2024-07-21,Sunday,True,False,,False,True,True,2024-07-20,2024-07-22,3.0,False,False,False,False,False,False,green_low_season,False,False,True,2,normal,131.0,83.0
2024-07-22,Monday,False,True,Substitution for Asarnha Bucha Day,False,True,True,2024-07-20,2024-07-22,3.0,False,False,False,False,False,False,green_low_season,False,False,True,2,normal,130.0,84.0
2024-07-23,Tuesday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,129.0,85.0
2024-07-24,Wednesday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,128.0,86.0
2024-07-25,Thursday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,127.0,87.0
